shucuru_payacu;Shucuru-Payacu;;;;;;;;;;;;;;;;;;;;;;;;x
nambikwara;Nambikwara;;;;;;;;;;;;;;;;;;;;;;;;x
tarapecosi;Tarapecosi;;;;;;;;;;;;;;;;;;;;;;;;x
yuracare;Yuracare;;;;;;;;;;;;;;;;;;;;;;;;x
movima;Movima;;;;;;;;;;;;;;;;;;;;;;;;x
itonama;Itonama;;;;;;;;;;;;;;;;;;;;;;;;x
chapacura;Chapacura;;;;;;;;;;;;;;;;;;;;;;;;x
wari;Wari;;;;;;;;;;;;;;;;;;;;;;;;x
kunza;Kunza;;;;;;;;;;;;;;;;;;;;;;;;x
diaguita;Diaguita;;;;;;;;;;;;;;;;;;;;;;;;x
uru;Uru;;;;;;;;;;;;;;;;;;;;;;;;x
chipaya;Chipaya;;;;;;;;;;;;;;;;;;;;;;;;x
camanchacos;Camanchacos;;;;;;;;;;;;;;;;;;;;;;;;x
pukina;Pukina;;;;;;;;;;;;;;;;;;;;;;;;x
leco;Leco;;;;;;;;;;;;;;;;;;;;;;;;x
angara;Angara;;;;;;;;;;;;;;;;;;;;;;;;x
harakmbut;Harakmbut;;;;;;;;;;;;;;;;;;;;;;;;x
katukinan;Katukinan;;;;;;;;;;;;;;;;;;;;;;;;x
arawan;Arawan;;;;;;;;;;;;;;;;;;;;;;;;x
panoan;Panoan;;;;;;;;;;;;;;;;;;;;;;;;x
tacana;Tacana;;;;;;;;;;;;;;;;;;;;;;;;x
cholon;Cholon;;;;;;;;;;;;;;;;;;;;;;;;x
kulyi;Kulyi;;;;;;;;;;;;;;;;;;;;;;;;x
chachapoya;Chachapoya;;;;;;;;;;;;;;;;;;;;;;;;x
takame;Takame;;;;;;;;;;;;;;;;;;;;;;;;x
manta;Manta;;;;;;;;;;;;;;;;;;;;;;;;x
paez;Paez;;;;;;;;;;;;;;;;;;;;;;;;x
awa_pasto;Awa-Pasto;;;;;;;;;;;;;;;;;;;;;;;;x
coconucan;Coconucan;;;;;;;;;;;;;;;;;;;;;;;;x
cayapa_tsafiki;Cayapa-Tsafiki;;;;;;;;;;;;;;;;;;;;;;;;x
cara;Cara;;;;;;;;;;;;;;;;;;;;;;;;x
chimu;Chimu;;;;;;;;;;;;;;;;;;;;;;;;x
atalan;Atalan;;;;;;;;;;;;;;;;;;;;;;;;x
kanari;Kanari;;;;;;;;;;;;;;;;;;;;;;;;x
quechua;Runasimi;;;;;;;;;;;;;;;;;;;;;;;;x
waywash_runasimi;Waywash Runasimi;;;;;;;;;;;;;;;;;;;;;;;;x
yungay_runasimi;Yungay Runasimi;;;;;;;;;;;;;;;;;;;;;;;;x
kichwa;Kichwa;;;;;;;;;;;;;;;;;;;;;;;;x
aimara;Aimara;;;;;;;;;;;;;;;;;;;;;;;;x
jaqaru;Jaqaru;;;;;;;;;;;;;;;;;;;;;;;;x
shawar;Shuar;;;;;;;;;;;;;;;;;;;;;;;;x
palta;Palta;;;;;;;;;;;;;;;;;;;;;;;;x
chayahuita;Chayawita;;;;;;;;;;;;;;;;;;;;;;;;x
zaparoan;Zaparoan;;;;;;;;;;;;;;;;;;;;;;;;x
candoshi;Candoshi;;;;;;;;;;;;;;;;;;;;;;;;x
urarina;Urarina;;;;;;;;;;;;;;;;;;;;;;;;x
mura;Mura;;;;;;;;;;;;;;;;;;;;;;;;x
witoto;Witoto;;;;;;;;;;;;;;;;;;;;;;;;x
yanomamo;Yanomamo;;;;;;;;;;;;;;;;;;;;;;;;x
saliban;Saliban;;;;;;;;;;;;;;;;;;;;;;;;x
betoi;Betoi;;;;;;;;;;;;;;;;;;;;;;;;x
guahibo;Guahibo;;;;;;;;;;;;;;;;;;;;;;;;x
maku;Maku;;;;;;;;;;;;;;;;;;;;;;;;x
yagua;Yagua;;;;;;;;;;;;;;;;;;;;;;;;x
yameo;Yameo;;;;;;;;;;;;;;;;;;;;;;;;x
otomac;Otomac;;;;;;;;;;;;;;;;;;;;;;;;x
timote;Timote;;;;;;;;;;;;;;;;;;;;;;;;x
tayrona;Tayrona;;;;;;;;;;;;;;;;;;;;;;;;x
choco;Choco;;;;;;;;;;;;;;;;;;;;;;;;x
chibcha;Muisca;;;;;;;;;;;;;;;;;;;;;;;;x
cuna;Cuna;;;;;;;;;;;;;;;;;;;;;;;;x
waimi;Waimi;;;;;;;;;;;;;;;;;;;;;;;;x
chibcha_minor;Chibcha Minor;;;;;;;;;;;;;;;;;;;;;;;;x
huetar;Wetar;;;;;;;;;;;;;;;;;;;;;;;;x
guarani;Guarani;;;;;;;;;;;;;;;;;;;;;;;;x
kaiwa;Kaiwa;;;;;;;;;;;;;;;;;;;;;;;;x
ache;Ache;;;;;;;;;;;;;;;;;;;;;;;;x
carijo;Carijo;;;;;;;;;;;;;;;;;;;;;;;;x
xeta;Sheta;;;;;;;;;;;;;;;;;;;;;;;;x
guarayo;Guarayo;;;;;;;;;;;;;;;;;;;;;;;;x
siriono;Siriono;;;;;;;;;;;;;;;;;;;;;;;;x
warazu;Warazu;;;;;;;;;;;;;;;;;;;;;;;;x
potiguara;Potiguara;;;;;;;;;;;;;;;;;;;;;;;;x
caete;Caete;;;;;;;;;;;;;;;;;;;;;;;;x
tupinikin;Tupinikin;;;;;;;;;;;;;;;;;;;;;;;;x
cocama_omagua;Cocama-Omagua;;;;;;;;;;;;;;;;;;;;;;;;x
tobajara;Tabajara;;;;;;;;;;;;;;;;;;;;;;;;x
amoipira;Amoipira;;;;;;;;;;;;;;;;;;;;;;;;x
arikem;Arikem;;;;;;;;;;;;;;;;;;;;;;;;x
monde;Monde;;;;;;;;;;;;;;;;;;;;;;;;x
kawahib;Kawahib;;;;;;;;;;;;;;;;;;;;;;;;x
munduruku;Munduruku;;;;;;;;;;;;;;;;;;;;;;;;x
tuparic;Tuparic;;;;;;;;;;;;;;;;;;;;;;;;x
yuruna;Yuruna;;;;;;;;;;;;;;;;;;;;;;;;x
kamayura;Kamayura;;;;;;;;;;;;;;;;;;;;;;;;x
tenetehara;Tenetehara;;;;;;;;;;;;;;;;;;;;;;;;x
wayapi;Wayapi;;;;;;;;;;;;;;;;;;;;;;;;x
kayapo;Kayapo;;;;;;;;;;;;;;;;;;;;;;;;x
kreen_akarore;Kreen-Akarore;;;;;;;;;;;;;;;;;;;;;;;;x
timbira;Timbira;;;;;;;;;;;;;;;;;;;;;;;;x
acroa;Acroa;;;;;;;;;;;;;;;;;;;;;;;;x
sherente;Sherente;;;;;;;;;;;;;;;;;;;;;;;;x
shavante;Shavante;;;;;;;;;;;;;;;;;;;;;;;;x
afro_je;Qalwu Kreol;;;;;;;;;;;;;;;;;;;;;;;;x
shakriaba;Shakriaba;;;;;;;;;;;;;;;;;;;;;;;;x
kaingang;Kaingang;;;;;;;;;;;;;;;;;;;;;;;;x
kariri;Kariri;;;;;;;;;;;;;;;;;;;;;;;;x
fulnio;Fulnio;;;;;;;;;;;;;;;;;;;;;;;;x
kamakan;Kamakan;;;;;;;;;;;;;;;;;;;;;;;;x
mashakali_krenak;Mashakali-Krenak;;;;;;;;;;;;;;;;;;;;;;;;x
puri;Puri;;;;;;;;;;;;;;;;;;;;;;;;x
ofaye;Ofaye;;;;;;;;;;;;;;;;;;;;;;;;x
bororo;Bororo;;;;;;;;;;;;;;;;;;;;;;;;x
guato;Guato;;;;;;;;;;;;;;;;;;;;;;;;x
yanesha;Yanesha;;;;;;;;;;;;;;;;;;;;;;;;x
paresi_waura;Paresi-Waura;;;;;;;;;;;;;;;;;;;;;;;;x
piro;Piro;;;;;;;;;;;;;;;;;;;;;;;;x
campa;Campa;;;;;;;;;;;;;;;;;;;;;;;;x
chane_terena;Chane-Terena;;;;;;;;;;;;;;;;;;;;;;;;x
moho;Moho;;;;;;;;;;;;;;;;;;;;;;;;x
baure;Baure;;;;;;;;;;;;;;;;;;;;;;;;x
maipure;Maipure;;;;;;;;;;;;;;;;;;;;;;;;x
nawaki;Nawaki;;;;;;;;;;;;;;;;;;;;;;;;x
manao;Manao;;;;;;;;;;;;;;;;;;;;;;;;x
palikur;Palikur;;;;;;;;;;;;;;;;;;;;;;;;x
mapidianic;Mapidianic;;;;;;;;;;;;;;;;;;;;;;;;x
lokono;Lokono;;;;;;;;;;;;;;;;;;;;;;;;x
caquetio;Caquetio;;;;;;;;;;;;;;;;;;;;;;;;x
guajiro;Guajiro;;;;;;;;;;;;;;;;;;;;;;;;x
taino;Taino;;;;;;;;;;;;;;;;;;;;;;;;x
siboney;Siboney;;;;;;;;;;;;;;;;;;;;;;;;x
warao;Warao;;;;;;;;;;;;;;;;;;;;;;;;x
guanahatabey;Guanahatabey;;;;;;;;;;;;;;;;;;;;;;;;x
macoris;Macoris;;;;;;;;;;;;;;;;;;;;;;;;x
kuikuro;Kuikuro;;;;;;;;;;;;;;;;;;;;;;;;x
baikiri;Baikiri;;;;;;;;;;;;;;;;;;;;;;;;x
parukotoan;Parukotoan;;;;;;;;;;;;;;;;;;;;;;;;x
pemon_panare;Pemon-Panare;;;;;;;;;;;;;;;;;;;;;;;;x
mapoyo_tamanaku;Mapoyo-Tamanaku;;;;;;;;;;;;;;;;;;;;;;;;x
carib;Carib;;;;;;;;;;;;;;;;;;;;;;;;x
taranoan;Taranoan;;;;;;;;;;;;;;;;;;;;;;;;x
pecenak;Pecenak;;;;;;;;;;;;;;;;;;;;;;;;x
romanian;Vlach;;;;;;;;;;;;;;;;;;;;;;;;x
nahua;Nawa;;;;;;;;;;;;;;;;;;;;;;;;x
opata;Opata;;;;;;;;;;;;;;;;;;;;;;;;x
piman;Piman;;;;;;;;;;;;;;;;;;;;;;;;x
shoshone;Shoshone;;;;;;;;;;;;;;;;;;;;;;;;x
commanche;Commanche;;;;;;;;;;;;;;;;;;;;;;;;x
paiute;Paiute;;;;;;;;;;;;;;;;;;;;;;;;x
ute_lang;Ute;;;;;;;;;;;;;;;;;;;;;;;;x
hopian;Hopi;;;;;;;;;;;;;;;;;;;;;;;;x
tubatulabal;Tübatulabal;;;;;;;;;;;;;;;;;;;;;;;;x
corachol;Corachol;;;;;;;;;;;;;;;;;;;;;;;;x
yaqui;Yaqui;;;;;;;;;;;;;;;;;;;;;;;;x
mayo;Mayo;;;;;;;;;;;;;;;;;;;;;;;;x
tarahumara;Tarahumara;;;;;;;;;;;;;;;;;;;;;;;;x
takic;Takic;;;;;;;;;;;;;;;;;;;;;;;;x
manguean;Manguean;;;;;;;;;;;;;;;;;;;;;;;;x
tlapanec;Tlapanec;;;;;;;;;;;;;;;;;;;;;;;;x
popolocan;Popolocan;;;;;;;;;;;;;;;;;;;;;;;;x
chinantec;Chinantec;;;;;;;;;;;;;;;;;;;;;;;;x
zapotec;Zapotec;;;;;;;;;;;;;;;;;;;;;;;;x
amuzgo;Amuzgo;;;;;;;;;;;;;;;;;;;;;;;;x
mixtec;Mixtec;;;;;;;;;;;;;;;;;;;;;;;;x
otomi;Otomi;;;;;;;;;;;;;;;;;;;;;;;;x
tolan;Tolan;;;;;;;;;;;;;;;;;;;;;;;;x
tequistlatec;Tequistlatec;;;;;;;;;;;;;;;;;;;;;;;;x
coahuiltec;Coawiltec;;;;;;;;;;;;;;;;;;;;;;;;x
yuman;Yuman;;;;;;;;;;;;;;;;;;;;;;;;x
hokan_minor;Hokan Minor;;;;;;;;;;;;;;;;;;;;;;;;x
mayan;Mayan;;;;;;;;;;;;;;;;;;;;;;;;x
huastec;Wastec;;;;;;;;;;;;;;;;;;;;;;;;x
chol;Chol;;;;;;;;;;;;;;;;;;;;;;;;x
qanjobal;Qanjobal;;;;;;;;;;;;;;;;;;;;;;;;x
mame;Mame;;;;;;;;;;;;;;;;;;;;;;;;x
quiche;Quiche;;;;;;;;;;;;;;;;;;;;;;;;x
mixe;Mixe;;;;;;;;;;;;;;;;;;;;;;;;x
zoque;Zoque;;;;;;;;;;;;;;;;;;;;;;;;x
totonac;Totonac;;;;;;;;;;;;;;;;;;;;;;;;x
chitimacha;Chitimacha;;;;;;;;;;;;;;;;;;;;;;;;x
tarascan;Purepuche;;;;;;;;;;;;;;;;;;;;;;;;x
wave;Wave;;;;;;;;;;;;;;;;;;;;;;;;x
cuitlatec;Cuitlatec;;;;;;;;;;;;;;;;;;;;;;;;x
chumash;Chumash;;;;;;;;;;;;;;;;;;;;;;;;x
yuki_wappo;Yuki-Wappo;;;;;;;;;;;;;;;;;;;;;;;;x
wakashan;Wakashan;;;;;;;;;;;;;;;;;;;;;;;;x
keres;Keres;;;;;;;;;;;;;;;;;;;;;;;;x
zuni;Zuni;;;;;;;;;;;;;;;;;;;;;;;;x
kiowa;Kiowa;;;;;;;;;;;;;;;;;;;;;;;;x
towa;Towa;;;;;;;;;;;;;;;;;;;;;;;;x
tiwa;Tiwa;;;;;;;;;;;;;;;;;;;;;;;;x
tewa;Tewa;;;;;;;;;;;;;;;;;;;;;;;;x
klamath_modoc;Klamath-Modoc;;;;;;;;;;;;;;;;;;;;;;;;x
molola;Molola;;;;;;;;;;;;;;;;;;;;;;;;x
sahaptian;Sahaptian;;;;;;;;;;;;;;;;;;;;;;;;x
miwok;Miwok;;;;;;;;;;;;;;;;;;;;;;;;x
ohlone;Ohlone;;;;;;;;;;;;;;;;;;;;;;;;x
molola;Molola;;;;;;;;;;;;;;;;;;;;;;;;x
yokuts;Yokuts;;;;;;;;;;;;;;;;;;;;;;;;x
maiduan;Maiduan;;;;;;;;;;;;;;;;;;;;;;;;x
wintuan;Wintuan;;;;;;;;;;;;;;;;;;;;;;;;x
chinook;Chinook;;;;;;;;;;;;;;;;;;;;;;;;x
tsimshian;Tsimshian;;;;;;;;;;;;;;;;;;;;;;;;x
alsea_siuslaw_coosan;Alsea-Siuslaw-Coosan;;;;;;;;;;;;;;;;;;;;;;;;x
nuxalk;Nuxalk;;;;;;;;;;;;;;;;;;;;;;;;x
comox;Comox;;;;;;;;;;;;;;;;;;;;;;;;x
halkomelem;Halkomelem;;;;;;;;;;;;;;;;;;;;;;;;x
lushootseed;Lushootseed;;;;;;;;;;;;;;;;;;;;;;;;x
tsamosan;Tsamosan;;;;;;;;;;;;;;;;;;;;;;;;x
tillamook;Tillamook;;;;;;;;;;;;;;;;;;;;;;;;x
shuswap;Shuswap;;;;;;;;;;;;;;;;;;;;;;;;x
lillooet;Lillooet;;;;;;;;;;;;;;;;;;;;;;;;x
ntlakapmuk;Ntlakapmuk;;;;;;;;;;;;;;;;;;;;;;;;x
salish;Salish;;;;;;;;;;;;;;;;;;;;;;;;x
nsilxcin;Nsilxcin;;;;;;;;;;;;;;;;;;;;;;;;x
ktunaxa;Ktunaxa;;;;;;;;;;;;;;;;;;;;;;;;x
xincan;Xincan;;;;;;;;;;;;;;;;;;;;;;;;x
lenka;Lenka;;;;;;;;;;;;;;;;;;;;;;;;x
misumalpa;Misumalpa;;;;;;;;;;;;;;;;;;;;;;;;x
yuchi;Yuchi;;;;;;;;;;;;;;;;;;;;;;;;x
ays_lang;Ays;;;;;;;;;;;;;;;;;;;;;;;;x
calusa;Calusa;;;;;;;;;;;;;;;;;;;;;;;;x
timucua;Timucua;;;;;;;;;;;;;;;;;;;;;;;;x
navajo;Apache-Navajo;;;;;;;;;;;;;;;;;;;;;;;;x
lipan;Lipan;;;;;;;;;;;;;;;;;;;;;;;;x
hupa;Hupa;;;;;;;;;;;;;;;;;;;;;;;;x
wailaki_mattole;Wailaki-Mattole;;;;;;;;;;;;;;;;;;;;;;;;x
tolowa;Tolowa;;;;;;;;;;;;;;;;;;;;;;;;x
tutuni;Tutuni;;;;;;;;;;;;;;;;;;;;;;;;x
ahtna;Ahtna;;;;;;;;;;;;;;;;;;;;;;;;x
denaina;Denaina;;;;;;;;;;;;;;;;;;;;;;;;x
koyukon;Koyukon;;;;;;;;;;;;;;;;;;;;;;;;x
tanana_tutchone;Tanana-Tutchone;;;;;;;;;;;;;;;;;;;;;;;;x
kutchin_han;Kutchin-Han;;;;;;;;;;;;;;;;;;;;;;;;x
cordillera;Cordillera;;;;;;;;;;;;;;;;;;;;;;;;x
slavey;Slavey;;;;;;;;;;;;;;;;;;;;;;;;x
chipewyan;Chipewyan;;;;;;;;;;;;;;;;;;;;;;;;x
dakelh_witsuwiten;Dakelh-Witsuwiten;;;;;;;;;;;;;;;;;;;;;;;;x
chilcotin_nicola;Chilcotin-Nicola;;;;;;;;;;;;;;;;;;;;;;;;x
tsuutina;Tsuutina;;;;;;;;;;;;;;;;;;;;;;;;x
eyak;Eyak;;;;;;;;;;;;;;;;;;;;;;;;x
tlingit;Tlingit;;;;;;;;;;;;;;;;;;;;;;;;x
siksika;Siksika;;;;;;;;;;;;;;;;;;;;;;;;x
arapahoan;Arapahoan;;;;;;;;;;;;;;;;;;;;;;;;x
cheyenne;Cheyenne;;;;;;;;;;;;;;;;;;;;;;;;x
cree;Cree;;;;;;;;;;;;;;;;;;;;;;;;x
ojibwe;Ojibwe;;;;;;;;;;;;;;;;;;;;;;;;x
menominee;Menominee;;;;;;;;;;;;;;;;;;;;;;;;x
potawatomi;Potawatomi;;;;;;;;;;;;;;;;;;;;;;;;x
meskwaki;Meskwaki;;;;;;;;;;;;;;;;;;;;;;;;x
illinois;Miami-Illinois;;;;;;;;;;;;;;;;;;;;;;;;x
mikmaq;Mikmaq;;;;;;;;;;;;;;;;;;;;;;;;x
absenaki;Absenaki;;;;;;;;;;;;;;;;;;;;;;;;x
maliseet;Maliseet;;;;;;;;;;;;;;;;;;;;;;;;x
massachusett;Massachusett;;;;;;;;;;;;;;;;;;;;;;;;x
narragansett_secatogue;Narragansett-Secatogue;;;;;;;;;;;;;;;;;;;;;;;;x
quiripi;Quiripi;;;;;;;;;;;;;;;;;;;;;;;;x
nipmuc;Nipmuc;;;;;;;;;;;;;;;;;;;;;;;;x
mohican;Mohican;;;;;;;;;;;;;;;;;;;;;;;;x
lenape;Lenape;;;;;;;;;;;;;;;;;;;;;;;;x
nanticocke;Nanticocke;;;;;;;;;;;;;;;;;;;;;;;;x
powhatan;Powhatan;;;;;;;;;;;;;;;;;;;;;;;;x
pamlico;Pamlico;;;;;;;;;;;;;;;;;;;;;;;;x
beothuk;Beothuk;;;;;;;;;;;;;;;;;;;;;;;;x
mandan;Mandan;;;;;;;;;;;;;;;;;;;;;;;;x
crow_hidatsa;Crow-Hidatsa;;;;;;;;;;;;;;;;;;;;;;;;x
mitchigamea;Mitchigamea;;;;;;;;;;;;;;;;;;;;;;;;x
chiwere_winnebago;Chiwere-Winnebago;;;;;;;;;;;;;;;;;;;;;;;;x
dhegihan;Dhegihan;;;;;;;;;;;;;;;;;;;;;;;;x
tutelo;Tutelo;;;;;;;;;;;;;;;;;;;;;;;;x
biloxi_ofo;Biloxi-Ofo;;;;;;;;;;;;;;;;;;;;;;;;x
catawban;Catawban;;;;;;;;;;;;;;;;;;;;;;;;x
iroquios;Iroquois;;;;;;;;;;;;;;;;;;;;;;;;x
tuscarora_nottoway;Tuscarora-Nottoway;;;;;;;;;;;;;;;;;;;;;;;;x
tsalagi;Tsalagi;;;;;;;;;;;;;;;;;;;;;;;;x
caddoan;Caddoan;;;;;;;;;;;;;;;;;;;;;;;;x
wichita;Wichita;;;;;;;;;;;;;;;;;;;;;;;;x
kitsai;Kitsai;;;;;;;;;;;;;;;;;;;;;;;;x
atakapa;Atakapa;;;;;;;;;;;;;;;;;;;;;;;;x
nachez;Nachez;;;;;;;;;;;;;;;;;;;;;;;;x
tunica;Tunica;;;;;;;;;;;;;;;;;;;;;;;;x
muskogee;Muskogee;;;;;;;;;;;;;;;;;;;;;;;;x
chickasaw;Chickasaw;;;;;;;;;;;;;;;;;;;;;;;;x
choctaw;Choctaw;;;;;;;;;;;;;;;;;;;;;;;;x
apalachee;Apalachee;;;;;;;;;;;;;;;;;;;;;;;;x
alabama;Alabama;;;;;;;;;;;;;;;;;;;;;;;;x
koasati;Koasati;;;;;;;;;;;;;;;;;;;;;;;;x
kiskeyan_kreol;Kiskeyan Kreol;;;;;;;;;;;;;;;;;;;;;;;;x
vagrian_kreol;Vagrian Kreol;;;;;;;;;;;;;;;;;;;;;;;;x
bantu_minors;Bantu Minors;;;;;;;;;;;;;;;;;;;;;;;;x
talodi;Talodi;;;;;;;;;;;;;;;;;;;;;;;;x
kordofanian_group;Kordofanian Group;;;;;;;;;;;;;;;;;;;;;;;;x
bembe;Bembe;;;;;;;;;;;;;;;;;;;;;;;;x
mboko;Mboko;;;;;;;;;;;;;;;;;;;;;;;;x
kwala;Kwala;;;;;;;;;;;;;;;;;;;;;;;;x
zinza;Zinza;;;;;;;;;;;;;;;;;;;;;;;;x
swati;Swati;;;;;;;;;;;;;;;;;;;;;;;;x
lagoonic;Lagoonic;;;;;;;;;;;;;;;;;;;;;;;;x
kwa_group;Kwa Group;;;;;;;;;;;;;;;;;;;;;;;;x
mande_group;Mande Group;;;;;;;;;;;;;;;;;;;;;;;;x
kru_group;Kru Group;;;;;;;;;;;;;;;;;;;;;;;;x
gur_group;Gur Group;;;;;;;;;;;;;;;;;;;;;;;;x
volta_niger_group;Volta Niger Group;;;;;;;;;;;;;;;;;;;;;;;;x
senufo_group;Senufo Group;;;;;;;;;;;;;;;;;;;;;;;;x
bantoid_group;Bantoid Group;;;;;;;;;;;;;;;;;;;;;;;;x
adamawa_group;Adamawa Group;;;;;;;;;;;;;;;;;;;;;;;;x
ubangian_group;Ubangian Group;;;;;;;;;;;;;;;;;;;;;;;;x
senegambian;Senegambian;;;;;;;;;;;;;;;;;;;;;;;;x
dogon;Dogon;;;;;;;;;;;;;;;;;;;;;;;;x
ijawoid;Ijawoid;;;;;;;;;;;;;;;;;;;;;;;;x
pawnee;Pawnee;;;;;;;;;;;;;;;;;;;;;;;;x
iroquoian;Iroquoian;;;;;;;;;;;;;;;;;;;;;;;;x
siouan;Siouan;;;;;;;;;;;;;;;;;;;;;;;;x
yoruk;Yoruk;;;;;;;;;;;;;;;;;;;;;;;;x
algic;Algic;;;;;;;;;;;;;;;;;;;;;;;;x
na_dene;Na Dene;;;;;;;;;;;;;;;;;;;;;;;;x
penutian;Penutian;;;;;;;;;;;;;;;;;;;;;;;;x
tanoan;Tanoan;;;;;;;;;;;;;;;;;;;;;;;;x
hokan;Hokan;;;;;;;;;;;;;;;;;;;;;;;;x
malay_polynesian;Malay Polynesian;;;;;;;;;;;;;;;;;;;;;;;;x
hmong_mien;Hmong Mien;;;;;;;;;;;;;;;;;;;;;;;;x
nicobarese;Nicobarese;;;;;;;;;;;;;;;;;;;;;;;;x
kurukh;Kurukh;;;;;;;;;;;;;;;;;;;;;;;;x
dravidian;Dravidian;;;;;;;;;;;;;;;;;;;;;;;;x
tani;Tani;;;;;;;;;;;;;;;;;;;;;;;;x
quiangic;Quiangic;;;;;;;;;;;;;;;;;;;;;;;;x
eastern_tibeto_burman;Eastern Tibeto Burman;;;;;;;;;;;;;;;;;;;;;;;;x
naga;Naga;;;;;;;;;;;;;;;;;;;;;;;;x
kamarupan;Kamarupan;;;;;;;;;;;;;;;;;;;;;;;;x
dzongkha;Dzonghka;;;;;;;;;;;;;;;;;;;;;;;;x
tibetic;Tibetic;;;;;;;;;;;;;;;;;;;;;;;;x
burushaskic;Burushaskic;;;;;;;;;;;;;;;;;;;;;;;;x
tungusic;Tungusic;;;;;;;;;;;;;;;;;;;;;;;;x
rohingya;Rohingya;;;;;;;;;;;;;;;;;;;;;;;;x
indo_aryan;Indo Aryan;;;;;;;;;;;;;;;;;;;;;;;;x
kafiri;Kafiri;;;;;;;;;;;;;;;;;;;;;;;;x
khotani;khotani;;;;;;;;;;;;;;;;;;;;;;;;x
ethiosemitic;Ethiosemitic;;;;;;;;;;;;;;;;;;;;;;;;x
amazigh;Amazigh;;;;;;;;;;;;;;;;;;;;;;;;x
neo_aramaeic;Neo Aramaeic;;;;;;;;;;;;;;;;;;;;;;;;x
kipchak;Kipchak;;;;;;;;;;;;;;;;;;;;;;;;x
abdal;Abdal;;;;;;;;;;;;;;;;;;;;;;;;x
karluk;Karluk;;;;;;;;;;;;;;;;;;;;;;;;x
siberian_turkic;Siberian Turkic;;;;;;;;;;;;;;;;;;;;;;;;x
arghu;Arghu;;;;;;;;;;;;;;;;;;;;;;;;x
oghur;Oghur;;;;;;;;;;;;;;;;;;;;;;;;x
oghuz;Oghuz;;;;;;;;;;;;;;;;;;;;;;;;x
hellenic;Hellenic;;;;;;;;;;;;;;;;;;;;;;;;x
samoyedic;Samoyedic;;;;;;;;;;;;;;;;;;;;;;;;x
ugric;Ugric;;;;;;;;;;;;;;;;;;;;;;;;x
celtic;Celtic;;;;;;;;;;;;;;;;;;;;;;;;x
insular_western_germanic;Insular Western Germanic;;;;;;;;;;;;;;;;;;;;;;;;x
north_germanic;North Germanic;;;;;;;;;;;;;;;;;;;;;;;;x
eastern_germanic;Eastern Germanic;;;;;;;;;;;;;;;;;;;;;;;;x
continental_west_germanic;Continental West Germanic;;;;;;;;;;;;;;;;;;;;;;;;x
mel_limba;Mel Limba;;;;;;;;;;;;;;;;;;;;;;;;x
saharan_group;Saharan Group;;;;;;;;;;;;;;;;;;;;;;;;x
komuz;Komuz;;;;;;;;;;;;;;;;;;;;;;;;x
kunama_group;Kunama Group;;;;;;;;;;;;;;;;;;;;;;;;x
funj_group;Funj Group;;;;;;;;;;;;;;;;;;;;;;;;x
maban_group;Maban Group;;;;;;;;;;;;;;;;;;;;;;;;x
fur_group;Fur Group;;;;;;;;;;;;;;;;;;;;;;;;x
daju_group;Daju Group;;;;;;;;;;;;;;;;;;;;;;;;x
eastern_sudanic_minors;Eastern Sudanic Minors;;;;;;;;;;;;;;;;;;;;;;;;x
songhai_group;Songhai Group;;;;;;;;;;;;;;;;;;;;;;;;x
nilotic_group;Nilotic Group;;;;;;;;;;;;;;;;;;;;;;;;x
neo_arabic_cultures;Neo Arabic Cultures;;;;;;;;;;;;;;;;;;;;;;;;x
cariban;Cariban;;;;;;;;;;;;;;;;;;;;;;;;x
caribbean_isolates;Caribbean Isolates;;;;;;;;;;;;;;;;;;;;;;;;x
ineri;Ineri;;;;;;;;;;;;;;;;;;;;;;;;x
arawak_group;Arawak Group;;;;;;;;;;;;;;;;;;;;;;;;x
je_group;Je Group;;;;;;;;;;;;;;;;;;;;;;;;x
minor_tupi_group;Minor Tupi Group;;;;;;;;;;;;;;;;;;;;;;;;x
tupi_group;Tupi Group;;;;;;;;;;;;;;;;;;;;;;;;x
guarayo_group;Guarayo Group;;;;;;;;;;;;;;;;;;;;;;;;x
malibu_group;Malibu Group;;;;;;;;;;;;;;;;;;;;;;;;x
choco_group;Choco Group;;;;;;;;;;;;;;;;;;;;;;;;x
timote_group;Timote Group;;;;;;;;;;;;;;;;;;;;;;;;x
otomac_group;Otomac Group;;;;;;;;;;;;;;;;;;;;;;;;x
peba_yaguan_group;Peba Yaguan Group;;;;;;;;;;;;;;;;;;;;;;;;x
maku_group;Maku Group;;;;;;;;;;;;;;;;;;;;;;;;x
guahibo_group;Guahibo Group;;;;;;;;;;;;;;;;;;;;;;;;x
yanomamo_group;Yanomamo Group;;;;;;;;;;;;;;;;;;;;;;;;x
witoto_group;Witoto Group;;;;;;;;;;;;;;;;;;;;;;;;x
tukano;Tukano;;;;;;;;;;;;;;;;;;;;;;;;x
tukano;Tukano;;;;;;;;;;;;;;;;;;;;;;;;x
tukano_group;Tukano Group;;;;;;;;;;;;;;;;;;;;;;;;x
mura_group;Mura Group;;;;;;;;;;;;;;;;;;;;;;;;x
candoshi_group;Candoshi Group;;;;;;;;;;;;;;;;;;;;;;;;x
urarina_group;Urarina Group;;;;;;;;;;;;;;;;;;;;;;;;x
zaparoan_group;Zaparoan Group;;;;;;;;;;;;;;;;;;;;;;;;x
shawar_group;Shawar Group;;;;;;;;;;;;;;;;;;;;;;;;x
